Player,Nation,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Position 1,Position 2
Aaron Seydel,GER,Darmstadt 98,de Bundesliga,27 years,6.9,3.0,2,0,2,1,0.0,3,0.0,3,8,2,6,1,4,9,0,Forward,
Andres Sfait,ROU,Salernitana,it Serie A,18 years,0.3,1.0,1,1,0,0,1.0,2,50.0,1,0,0,0,0,1,0,0,Defender,Midfielder
Stephan El Shaarawy,ITA,Roma,it Serie A,30 years,19.3,21.0,13,14,4,3,6.0,15,40.0,9,11,4,7,13,34,15,2,Forward,Defender
Luke Shaw,ENG,Manchester Utd,eng Premier League,28 years,10.7,11.0,8,7,3,1,9.0,15,60.0,6,18,11,7,6,17,39,0,Defender,
James Shea,ENG,Luton Town,eng Premier League,32 years,0.2,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,2,0,Goalkeeper,
Eldor Shomurodov,UZB,Cagliari,it Serie A,28 years,10.4,11.0,4,2,6,3,6.0,10,60.0,4,5,0,5,4,15,4,0,Forward,Midfielder
Steven Shpendi,ALB,Empoli,it Serie A,20 years,4.6,0.0,0,0,0,0,0.0,4,0.0,4,2,1,1,1,1,0,0,Forward,Midfielder
Sofiane Sidi Ali,FRA,Marseille,fr Ligue 1,28 years,0.2,2.0,0,0,2,0,1.0,2,50.0,1,1,0,1,2,4,0,0,Midfielder,
Vincent Sierro,SUI,Toulouse,fr Ligue 1,27 years,25.1,41.0,24,15,20,6,27.0,77,35.1,50,37,13,24,27,68,33,0,Midfielder,
Tim Siersleben,GER,Heidenheim,de Bundesliga,23 years,10.1,27.0,11,21,6,0,8.0,20,40.0,12,16,10,6,21,48,29,1,Defender,
Kiliann Sildillia,FRA,Freiburg,de Bundesliga,21 years,20.1,43.0,19,28,8,7,26.0,42,61.9,16,33,15,18,22,65,64,0,Defender,
André Silva,POR,Real Sociedad,es La Liga,27 years,8.1,2.0,2,0,0,2,0.0,4,0.0,4,3,0,3,1,3,3,0,Forward,
Bernardo Silva,POR,Manchester City,eng Premier League,28 years,28.6,51.0,23,13,25,13,25.0,57,43.9,32,32,4,28,17,68,15,1,Midfielder,Forward
Caio Henrique Oliveira Silva,BRA,Monaco,fr Ligue 1,26 years,6.9,13.0,7,3,7,3,6.0,9,66.7,3,8,2,6,6,19,9,0,Defender,
Fábio Silva,POR,Wolves,eng Premier League,21 years,2.9,7.0,4,3,4,0,2.0,3,66.7,1,1,0,1,2,9,0,0,Forward,
Rui Silva,POR,Betis,es La Liga,29 years,27.5,0.0,0,0,0,0,0.0,3,0.0,3,0,0,0,1,1,13,1,Goalkeeper,
Thiago Silva,BRA,Chelsea,eng Premier League,38 years,28.1,29.0,15,22,6,1,20.0,34,58.8,14,33,24,9,26,55,153,4,Defender,
Marco Silvestri,ITA,Udinese,it Serie A,32 years,17.0,0.0,0,0,0,0,0.0,3,0.0,3,1,0,1,0,0,5,3,Goalkeeper,
Mohamed Simakan,FRA,RB Leipzig,de Bundesliga,23 years,23.8,48.0,29,28,19,1,32.0,44,72.7,12,36,14,22,29,77,69,0,Defender,
Giovanni Simeone,ARG,Napoli,it Serie A,28 years,8.9,12.0,4,1,3,8,3.0,12,25.0,9,11,0,11,1,13,7,0,Forward,
Giuliano Simeone,ARG,Alavés,es La Liga,20 years,7.0,7.0,5,2,3,2,5.0,17,29.4,12,10,0,10,5,12,3,0,Forward,
Jan-Carlo Simic,SRB,Milan,it Serie A,18 years,1.6,1.0,1,1,0,0,0.0,0,,0,5,4,1,0,1,3,0,Defender,
Moses Simon,NGA,Nantes,fr Ligue 1,28 years,19.9,7.0,5,2,5,0,2.0,8,25.0,6,9,1,8,3,10,5,1,Forward,Midfielder
Unai Simón,ESP,Athletic Club,es La Liga,26 years,35.4,2.0,1,1,1,0,2.0,3,66.7,1,0,0,0,1,3,9,0,Goalkeeper,
Xavi Simons,NED,RB Leipzig,de Bundesliga,20 years,29.5,30.0,17,10,11,9,15.0,31,48.4,16,23,0,23,16,46,4,0,Midfielder,
Wilfried Singo,CIV,Monaco,fr Ligue 1,22 years,24.3,34.0,25,18,14,2,17.0,26,65.4,9,27,14,13,51,85,81,2,Defender,
Luis Sinisterra,COL,Bournemouth,eng Premier League,24 years,7.8,23.0,12,9,10,4,9.0,16,56.3,7,18,0,18,8,31,4,0,Forward,Midfielder
Daley Sinkgraven,NED,Las Palmas,es La Liga,28 years,4.2,11.0,5,6,5,0,2.0,8,25.0,6,5,3,2,6,17,9,0,Defender,
Jailson Siqueira,BRA,Celta Vigo,es La Liga,27 years,10.0,27.0,18,22,5,0,13.0,24,54.2,11,13,5,8,12,39,32,0,Defender,Midfielder
Ayanda Sishuba,BEL,Lens,fr Ligue 1,18 years,0.7,3.0,1,0,2,1,1.0,2,50.0,1,1,0,1,0,3,0,0,Midfielder,Forward
Ibrahima Sissoko,MLI,Strasbourg,fr Ligue 1,25 years,18.2,47.0,33,13,25,9,23.0,30,76.7,7,21,8,13,19,66,30,0,Midfielder,
Moussa Sissoko,FRA,Nantes,fr Ligue 1,33 years,20.2,27.0,16,13,8,6,12.0,25,48.0,13,8,2,6,12,39,31,0,Midfielder,
Antonio Sivera,ESP,Alavés,es La Liga,26 years,34.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,17,1,Goalkeeper,
Tim Skarke,GER,Darmstadt 98,de Bundesliga,26 years,26.7,26.0,16,12,10,4,10.0,28,35.7,18,25,2,23,6,32,20,0,Forward,Defender
Ellyes Skhiri,TUN,Eintracht Frankfurt,de Bundesliga,28 years,24.1,44.0,24,18,19,7,19.0,36,52.8,17,33,4,29,39,83,47,2,Midfielder,
Oliver Skipp,ENG,Tottenham,eng Premier League,22 years,7.9,18.0,12,9,6,3,11.0,18,61.1,7,12,1,11,3,21,9,0,Midfielder,Defender
Leo Skiri Østigård,NOR,Napoli,it Serie A,23 years,18.1,24.0,12,13,10,1,6.0,11,54.5,5,18,12,6,16,40,65,0,Defender,
Łukasz Skorupski,POL,Bologna,it Serie A,32 years,32.0,2.0,2,2,0,0,2.0,3,66.7,1,0,0,0,1,3,11,3,Goalkeeper,
Robert Skov,DEN,Hoffenheim,de Bundesliga,27 years,14.0,24.0,16,15,8,1,17.0,36,47.2,19,17,4,13,10,34,23,1,Defender,Forward
Milan Škriniar,SVK,Paris S-G,fr Ligue 1,28 years,18.1,24.0,18,17,7,0,14.0,22,63.6,8,19,10,9,12,36,51,2,Defender,
Naatan Skyttä,FIN,Toulouse,fr Ligue 1,21 years,1.3,4.0,4,2,1,1,1.0,1,100.0,0,0,0,0,0,4,0,0,Midfielder,Forward
Chris Smalling,ENG,Roma,it Serie A,33 years,4.3,1.0,1,1,0,0,1.0,4,25.0,3,6,5,1,5,6,8,0,Defender,
Adam Smith,ENG,Bournemouth,eng Premier League,32 years,23.9,37.0,23,18,11,8,19.0,39,48.7,20,28,11,17,21,58,62,0,Defender,
Emile Smith Rowe,ENG,Arsenal,eng Premier League,23 years,3.9,4.0,1,2,2,0,2.0,4,50.0,2,3,1,2,3,7,1,0,Midfielder,
Hrvoje Smolčić,CRO,Eintracht Frankfurt,de Bundesliga,22 years,3.9,7.0,3,7,0,0,4.0,5,80.0,1,3,1,2,6,13,23,1,Defender,
Cédric Soares,POR,Arsenal,eng Premier League,31 years,0.7,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Defender,
Danilo Soares,BRA,Bochum,de Bundesliga,31 years,3.9,10.0,6,5,3,2,5.0,8,62.5,3,6,0,6,7,17,11,0,Defender,
Eduard Sobol,UKR,Strasbourg,fr Ligue 1,28 years,0.3,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,1,0,Defender,
Rubén Sobrino,ESP,Cádiz,es La Liga,31 years,18.3,52.0,28,18,26,8,22.0,51,43.1,29,26,2,24,16,68,18,0,Midfielder,Forward
Andrea Sodero,ITA,Empoli,it Serie A,18 years,0.1,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Midfielder,
Emran Soglo,ENG,Marseille,fr Ligue 1,18 years,1.2,2.0,1,0,2,0,1.0,3,33.3,2,6,0,6,1,3,3,0,Midfielder,Defender
Alex Sola,ESP,Alavés,es La Liga,24 years,14.0,27.0,15,11,9,7,14.0,26,53.8,12,18,2,16,11,38,16,0,Forward,Midfielder
Alex Sola,ESP,Real Sociedad,es La Liga,24 years,0.3,0.0,0,0,0,0,0.0,0,,0,0,0,0,1,1,2,0,Defender,Midfielder
Dominic Solanke,ENG,Bournemouth,eng Premier League,25 years,36.9,23.0,11,3,13,7,10.0,29,34.5,19,24,5,19,7,30,43,0,Forward,
Ola Solbakken,NOR,Roma,it Serie A,24 years,0.3,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Carlos Soler,ESP,Paris S-G,fr Ligue 1,26 years,12.1,15.0,10,9,2,4,6.0,21,28.6,15,10,3,7,5,20,11,1,Midfielder,Defender
Jhon Solis,COL,Girona,es La Liga,18 years,4.3,10.0,8,4,5,1,4.0,12,33.3,8,8,3,5,8,18,7,1,Midfielder,
Manor Solomon,ISR,Tottenham,eng Premier League,24 years,2.2,3.0,3,1,1,1,1.0,2,50.0,1,4,0,4,3,6,2,0,Forward,
Daniele Sommariva,ITA,Genoa,it Serie A,26 years,0.1,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Goalkeeper,
Yann Sommer,SUI,Inter,it Serie A,34 years,34.0,2.0,1,2,0,0,2.0,2,100.0,0,1,0,1,0,2,7,1,Goalkeeper,
Brandon Soppy,FRA,Torino,it Serie A,21 years,2.0,2.0,2,1,1,0,2.0,6,33.3,4,2,0,2,0,2,3,1,Defender,
David Soria,ESP,Getafe,es La Liga,30 years,37.9,0.0,0,0,0,0,0.0,2,0.0,2,0,0,0,0,0,21,6,Goalkeeper,
Alberto Soro,ESP,Granada,es La Liga,24 years,0.1,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Midfielder,
Alessandro Sorrentino,ITA,Monza,it Serie A,21 years,6.1,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Goalkeeper,
Borna Sosa,CRO,Stuttgart,de Bundesliga,25 years,0.5,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,0,0,Forward,Defender
Hugo Sotelo,ESP,Celta Vigo,es La Liga,19 years,8.0,19.0,17,3,13,3,8.0,20,40.0,12,7,1,6,2,21,5,0,Midfielder,
Florian Sotoca,FRA,Lens,fr Ligue 1,32 years,28.9,33.0,22,9,21,3,17.0,38,44.7,21,41,4,37,20,53,34,0,Midfielder,Forward
Riccardo Sottil,ITA,Fiorentina,it Serie A,24 years,12.3,10.0,5,5,1,4,3.0,8,37.5,5,12,0,12,2,12,2,0,Forward,
Tomáš Souček,CZE,West Ham,eng Premier League,28 years,31.9,53.0,35,24,26,3,21.0,47,44.7,26,55,28,27,37,90,109,0,Midfielder,
Matìas Soulé,ARG,Frosinone,it Serie A,20 years,34.7,41.0,27,12,14,15,19.0,40,47.5,21,38,4,34,18,59,9,0,Forward,Midfielder
Boubakary Soumaré,FRA,Sevilla,es La Liga,24 years,25.4,39.0,28,24,14,1,14.0,26,53.8,12,25,7,18,26,65,20,1,Midfielder,
Issa Soumaré,SEN,Le Havre,fr Ligue 1,22 years,2.6,2.0,0,2,0,0,0.0,4,0.0,4,0,0,0,0,2,2,0,Forward,Midfielder
Vinicius Souza,BRA,Sheffield Utd,eng Premier League,24 years,29.6,125.0,76,59,51,15,41.0,74,55.4,33,57,17,40,32,157,75,1,Midfielder,
Djibril Sow,SUI,Sevilla,es La Liga,26 years,16.2,28.0,21,15,8,5,9.0,25,36.0,16,20,3,17,17,45,8,1,Midfielder,
Saidou Sow,GUI,Strasbourg,fr Ligue 1,21 years,8.0,20.0,12,17,3,0,9.0,13,69.2,4,7,4,3,12,32,36,3,Defender,
Çağlar Söyüncü,TUR,Atlético Madrid,es La Liga,27 years,1.3,1.0,1,1,0,0,0.0,0,,0,1,0,1,1,2,7,0,Defender,
Djed Spence,ENG,Genoa,it Serie A,22 years,9.5,16.0,10,12,4,0,8.0,10,80.0,2,20,5,15,8,24,28,0,Defender,
Stijn Spierings,NED,Toulouse,fr Ligue 1,27 years,16.8,53.0,40,26,20,7,29.0,52,55.8,23,22,5,17,26,79,32,0,Midfielder,
Stijn Spierings,NED,Lens,fr Ligue 1,27 years,1.3,1.0,0,0,1,0,1.0,1,100.0,0,2,1,1,2,3,1,0,Midfielder,
Leonardo Spinazzola,ITA,Roma,it Serie A,30 years,14.6,15.0,7,10,5,0,8.0,18,44.4,10,8,2,6,3,18,15,0,Defender,
Marco Sportiello,ITA,Milan,it Serie A,31 years,7.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,2,0,Goalkeeper,
Anton Stach,GER,Hoffenheim,de Bundesliga,24 years,25.8,73.0,42,40,27,6,33.0,63,52.4,30,38,12,26,72,145,67,1,Midfielder,
Anton Stach,GER,Mainz 05,de Bundesliga,24 years,1.9,3.0,0,2,0,1,2.0,4,50.0,2,5,0,5,2,5,5,0,Midfielder,
Jens Stage,DEN,Werder Bremen,de Bundesliga,26 years,25.9,52.0,22,21,23,8,18.0,50,36.0,32,42,23,19,23,75,55,0,Midfielder,
Benjamin Stambouli,FRA,Reims,fr Ligue 1,32 years,3.2,9.0,7,3,5,1,6.0,11,54.5,5,3,1,2,2,11,8,0,Midfielder,
Josip Stanišić,CRO,Leverkusen,de Bundesliga,23 years,14.0,38.0,20,19,13,6,22.0,33,66.7,11,18,3,15,9,47,26,0,Defender,
Carl Starfelt,SWE,Celta Vigo,es La Liga,28 years,24.6,36.0,30,30,5,1,19.0,28,67.9,9,35,28,7,34,70,159,2,Defender,
Niklas Stark,GER,Werder Bremen,de Bundesliga,28 years,12.1,26.0,15,13,11,2,12.0,18,66.7,6,14,7,7,19,45,61,1,Defender,
Jason Steele,ENG,Brighton,eng Premier League,32 years,17.0,0.0,0,0,0,0,0.0,3,0.0,3,0,0,0,0,0,8,1,Goalkeeper,
Pascal Stenzel,GER,Stuttgart,de Bundesliga,27 years,11.8,18.0,8,7,9,2,10.0,30,33.3,20,22,8,14,15,33,26,0,Defender,
Leonidas Stergiou,SUI,Stuttgart,de Bundesliga,21 years,6.6,15.0,8,7,7,1,9.0,13,69.2,4,8,1,7,5,20,13,0,Defender,
Raheem Sterling,ENG,Chelsea,eng Premier League,28 years,22.0,21.0,10,7,8,6,12.0,26,46.2,14,13,0,13,13,34,9,1,Forward,Midfielder
Trivante Stewart,JAM,Salernitana,it Serie A,23 years,1.1,0.0,0,0,0,0,0.0,0,,0,1,0,1,0,0,0,0,Forward,Midfielder
Angelo Stiller,GER,Hoffenheim,de Bundesliga,22 years,0.9,0.0,0,0,0,0,0.0,1,0.0,1,2,0,2,0,0,3,0,Midfielder,
Angelo Stiller,GER,Stuttgart,de Bundesliga,22 years,29.9,55.0,33,15,34,6,24.0,42,57.1,18,41,13,28,28,83,25,2,Midfielder,
Kevin Stöger,AUT,Bochum,de Bundesliga,29 years,29.6,49.0,30,21,21,7,25.0,63,39.7,38,46,4,42,19,68,18,0,Midfielder,
Filip Stojilković,SUI,Darmstadt 98,de Bundesliga,23 years,1.7,1.0,1,0,0,1,0.0,0,,0,0,0,0,0,1,1,0,Forward,Midfielder
John Stones,ENG,Manchester City,eng Premier League,29 years,11.8,2.0,1,1,0,1,0.0,3,0.0,3,11,7,4,10,12,21,0,Defender,Midfielder
Thomas Strakosha,ALB,Brentford,eng Premier League,28 years,1.5,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Goalkeeper,
Jørgen Strand Larsen,NOR,Celta Vigo,es La Liga,23 years,31.8,21.0,11,1,15,5,8.0,38,21.1,30,15,1,14,5,26,17,0,Forward,
Gabriel Strefezza,BRA,Lecce,it Serie A,26 years,12.4,24.0,17,8,7,9,14.0,20,70.0,6,17,0,17,7,31,11,0,Forward,
Kevin Strootman,NED,Genoa,it Serie A,33 years,13.4,34.0,19,13,18,3,15.0,31,48.4,16,20,6,14,7,41,22,0,Midfielder,
Cristhian Stuani,URU,Girona,es La Liga,36 years,8.9,14.0,11,4,6,4,4.0,7,57.1,3,9,2,7,5,19,13,0,Forward,
Álex Suárez,ESP,Las Palmas,es La Liga,30 years,28.5,53.0,36,33,15,5,31.0,37,83.8,6,33,14,19,18,71,84,0,Defender,
Damián Suárez,URU,Getafe,es La Liga,35 years,14.4,36.0,21,16,16,4,26.0,45,57.8,19,13,3,10,10,46,31,0,Defender,
Denis Suárez,ESP,Villarreal,es La Liga,29 years,1.5,0.0,0,0,0,0,0.0,2,0.0,2,2,2,0,0,0,4,0,Midfielder,Forward
Gabriel Suazo,CHI,Toulouse,fr Ligue 1,25 years,26.2,66.0,32,40,19,7,38.0,86,44.2,48,37,4,33,26,92,33,0,Defender,
Isaac Success,NGA,Udinese,it Serie A,27 years,9.8,6.0,4,0,5,1,1.0,3,33.3,2,6,1,5,2,8,11,0,Forward,Midfielder
Niklas Süle,GER,Dortmund,de Bundesliga,27 years,16.8,18.0,10,14,3,1,11.0,16,68.8,5,25,14,11,25,43,58,2,Defender,
Ibrahim Sulemana,GHA,Cagliari,it Serie A,20 years,14.9,36.0,14,15,15,6,17.0,27,63.0,10,24,5,19,7,43,23,0,Midfielder,
Tomáš Suslov,SVK,Hellas Verona,it Serie A,21 years,23.2,42.0,30,11,22,9,15.0,47,31.9,32,15,0,15,6,48,8,0,Midfielder,Forward
Suso,ESP,Sevilla,es La Liga,29 years,16.9,24.0,17,14,8,2,8.0,28,28.6,20,9,0,9,5,29,4,0,Midfielder,Forward
Mattias Svanberg,SWE,Wolfsburg,de Bundesliga,24 years,19.1,37.0,17,8,19,10,12.0,38,31.6,26,25,5,20,21,58,28,0,Midfielder,
Max Svensson,ESP,Osasuna,es La Liga,nan years,0.0,1.0,0,0,0,1,0.0,0,,0,0,0,0,0,1,0,0,Forward,
Mile Svilar,SRB,Roma,it Serie A,23 years,15.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,2,1,Goalkeeper,
Williot Swedberg,SWE,Celta Vigo,es La Liga,19 years,4.9,9.0,4,3,6,0,5.0,8,62.5,3,11,1,10,0,9,4,0,Forward,Midfielder
Karol Świderski,POL,Hellas Verona,it Serie A,26 years,5.6,7.0,3,1,3,3,2.0,3,66.7,1,6,4,2,1,8,8,0,Forward,Midfielder
Abakar Sylla,CIV,Strasbourg,fr Ligue 1,20 years,19.9,54.0,23,30,19,5,29.0,40,72.5,11,40,11,29,26,80,70,2,Defender,
Dembo Sylla,GUI,Lorient,fr Ligue 1,20 years,0.5,1.0,1,0,1,0,0.0,0,,0,0,0,0,1,2,2,0,Defender,
Issiaga Sylla,GUI,Montpellier,fr Ligue 1,29 years,16.2,28.0,17,20,6,2,16.0,34,47.1,18,21,7,14,23,51,53,0,Defender,Forward
Mamadou Sylla,SEN,Alavés,es La Liga,29 years,0.2,0.0,0,0,0,0,0.0,0,,0,1,1,0,0,0,1,0,Forward,Midfielder
Attila Szalai,HUN,Hoffenheim,de Bundesliga,25 years,3.2,3.0,1,3,0,0,1.0,4,25.0,3,6,2,4,1,4,7,0,Defender,
Attila Szalai,HUN,Freiburg,de Bundesliga,25 years,1.1,1.0,1,1,0,0,1.0,2,50.0,1,5,2,3,1,2,11,1,Defender,
Wojciech Szczęsny,POL,Juventus,it Serie A,33 years,35.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,1,1,11,2,Goalkeeper,
Dominik Szoboszlai,HUN,Liverpool,eng Premier League,22 years,23.4,32.0,19,12,12,8,16.0,50,32.0,34,37,2,35,15,47,16,1,Midfielder,
Przemysław Szymiński,POL,Frosinone,it Serie A,29 years,0.1,0.0,0,0,0,0,0.0,0,,0,1,1,0,0,0,0,0,Midfielder,
Alexander Sørloth,NOR,Villarreal,es La Liga,27 years,27.7,6.0,3,1,2,3,2.0,6,33.3,4,9,4,5,0,6,26,0,Forward,
Musa Al-Taamari,JOR,Montpellier,fr Ligue 1,26 years,21.4,20.0,16,10,5,5,9.0,21,42.9,12,18,2,16,4,24,5,0,Forward,
Nicolás Tagliafico,ARG,Lyon,fr Ligue 1,30 years,23.6,54.0,34,23,22,9,22.0,49,44.9,27,25,8,17,28,82,43,0,Defender,
Jonathan Tah,GER,Leverkusen,de Bundesliga,27 years,29.2,19.0,9,10,7,2,5.0,16,31.3,11,28,23,5,23,42,97,1,Defender,
Montassar Talbi,TUN,Lorient,fr Ligue 1,25 years,24.5,38.0,22,23,13,2,19.0,32,59.4,13,39,23,16,32,70,114,0,Defender,
Yassin Tallal,ESP,Getafe,es La Liga,18 years,0.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Adrien Tameze,CMR,Torino,it Serie A,29 years,23.8,35.0,16,13,18,4,18.0,37,48.6,19,24,11,13,47,82,25,2,Defender,Midfielder
Renato Tapia,PER,Celta Vigo,es La Liga,28 years,14.9,41.0,29,19,19,3,14.0,25,56.0,11,31,7,24,21,62,50,1,Midfielder,Defender
Edmond Tapsoba,BFA,Leverkusen,de Bundesliga,24 years,23.2,34.0,25,17,15,2,17.0,24,70.8,7,21,10,11,24,58,52,3,Defender,
Matt Targett,ENG,Newcastle Utd,eng Premier League,27 years,0.9,2.0,0,1,1,0,1.0,1,100.0,0,1,0,1,0,2,2,0,Defender,
Oussama Targhalline,MAR,Le Havre,fr Ligue 1,21 years,11.4,23.0,11,16,7,0,15.0,25,60.0,10,9,3,6,20,43,14,2,Midfielder,
James Tarkowski,ENG,Everton,eng Premier League,30 years,38.0,61.0,42,46,14,1,27.0,48,56.3,21,82,56,26,56,117,191,2,Defender,
César Tárrega,ESP,Valencia,es La Liga,21 years,0.1,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,2,0,Defender,
Jimi Tauriainen,ENG,Chelsea,eng Premier League,19 years,0.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Nuno Tavares,POR,Nottingham Forest,eng Premier League,23 years,5.1,11.0,7,9,1,1,8.0,9,88.9,1,6,0,6,1,12,21,0,Defender,
Marcus Tavernier,ENG,Bournemouth,eng Premier League,24 years,23.5,53.0,34,25,22,6,26.0,48,54.2,22,31,3,28,5,58,23,0,Forward,
Elayis Tavsan,NED,Hellas Verona,it Serie A,22 years,0.6,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,1,0,Midfielder,Forward
Charlie Taylor,ENG,Burnley,eng Premier League,29 years,25.9,35.0,20,19,14,2,17.0,35,48.6,18,27,11,16,19,54,78,0,Defender,
Marciano Tchami,GNB,Almería,es La Liga,19 years,0.5,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,Midfielder
Loum Tchaouna,FRA,Salernitana,it Serie A,19 years,23.3,20.0,10,5,13,2,10.0,20,50.0,10,20,1,19,4,24,16,1,Forward,Midfielder
Jackson Tchatchoua,CMR,Hellas Verona,it Serie A,21 years,19.2,39.0,26,25,12,2,23.0,48,47.9,25,17,7,10,23,62,49,2,Defender,
Enzo Tchato,CMR,Montpellier,fr Ligue 1,20 years,12.5,26.0,17,18,4,4,11.0,25,44.0,14,20,7,13,11,37,25,0,Defender,
Aurélien Tchouaméni,FRA,Real Madrid,es La Liga,23 years,22.1,38.0,23,19,17,2,9.0,18,50.0,9,21,13,8,28,66,52,1,Midfielder,Defender
Mathys Tel,FRA,Bayern Munich,de Bundesliga,18 years,11.7,12.0,2,3,4,5,4.0,6,66.7,2,11,0,11,6,18,6,0,Forward,Midfielder
Nathan Tella,NGA,Leverkusen,de Bundesliga,24 years,9.1,13.0,8,6,5,2,5.0,10,50.0,5,10,0,10,3,16,8,0,Defender,Midfielder
Nahuel Tenaglia,ARG,Alavés,es La Liga,27 years,12.7,29.0,19,22,4,3,16.0,28,57.1,12,14,8,6,12,41,59,0,Defender,
Arnau Tenas,ESP,Paris S-G,fr Ligue 1,22 years,5.9,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Goalkeeper,
Marc-André ter Stegen,GER,Barcelona,es La Liga,31 years,28.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,3,3,Goalkeeper,
Filippo Terracciano,ITA,Hellas Verona,it Serie A,20 years,14.4,30.0,19,23,6,1,17.0,31,54.8,14,24,6,18,20,50,17,0,Defender,
Filippo Terracciano,ITA,Milan,it Serie A,20 years,0.8,2.0,2,1,1,0,1.0,3,33.3,2,3,0,3,0,2,1,0,Defender,Forward
Pietro Terracciano,ITA,Fiorentina,it Serie A,33 years,33.0,1.0,1,1,0,0,1.0,3,33.3,2,1,0,1,0,1,8,0,Goalkeeper,
Ramón Terrats,ESP,Villarreal,es La Liga,22 years,8.7,17.0,13,8,8,1,7.0,15,46.7,8,11,1,10,3,20,9,0,Midfielder,Defender
Martin Terrier,FRA,Rennes,fr Ligue 1,26 years,17.0,14.0,9,3,8,3,6.0,14,42.9,8,21,4,17,9,23,17,0,Forward,Midfielder
Kenny Tete,NED,Fulham,eng Premier League,27 years,9.6,27.0,17,19,6,2,11.0,19,57.9,8,10,3,7,16,43,35,0,Defender,
Benjamin Tetteh,GHA,Metz,fr Ligue 1,26 years,3.1,6.0,6,1,5,0,4.0,7,57.1,3,0,0,0,0,6,1,0,Forward,Midfielder
Teddy Teuma,MLT,Reims,fr Ligue 1,29 years,23.5,54.0,36,19,21,14,25.0,62,40.3,37,33,4,29,20,74,6,0,Midfielder,
Florian Thauvin,FRA,Udinese,it Serie A,30 years,19.0,7.0,4,2,4,1,4.0,13,30.8,9,9,1,8,3,10,2,0,Forward,
Arthur Theate,BEL,Rennes,fr Ligue 1,23 years,25.5,30.0,17,19,6,5,24.0,37,64.9,13,40,23,17,31,61,90,2,Defender,
Norman Theuerkauf,GER,Heidenheim,de Bundesliga,36 years,14.0,24.0,16,13,7,4,13.0,22,59.1,9,16,6,10,14,38,21,0,Midfielder,Defender
Malick Thiaw,GER,Milan,it Serie A,21 years,18.0,34.0,17,15,17,2,12.0,25,48.0,13,23,13,10,13,47,55,0,Defender,
Jan Thielmann,GER,Köln,de Bundesliga,21 years,17.5,28.0,18,13,9,6,12.0,24,50.0,12,31,6,25,8,36,28,0,Forward,Defender
Denis Thomalla,GER,Heidenheim,de Bundesliga,30 years,5.0,9.0,6,4,4,1,5.0,11,45.5,6,3,2,1,4,13,13,0,Midfielder,Forward
Luke Thomas,ENG,Sheffield Utd,eng Premier League,22 years,10.2,20.0,9,13,6,1,8.0,14,57.1,6,23,5,18,10,30,27,0,Defender,
Adrien Thomasson,FRA,Lens,fr Ligue 1,29 years,13.3,25.0,14,4,16,5,11.0,34,32.4,23,14,0,14,9,34,10,1,Midfielder,
Morten Thorsby,NOR,Genoa,it Serie A,27 years,12.9,19.0,11,9,8,2,7.0,14,50.0,7,21,5,16,4,23,20,0,Midfielder,
Kristian Thorstvedt,NOR,Sassuolo,it Serie A,24 years,26.6,40.0,22,7,28,5,22.0,44,50.0,22,25,9,16,21,61,36,0,Midfielder,
Khéphren Thuram,FRA,Nice,fr Ligue 1,22 years,23.4,42.0,29,13,23,6,20.0,40,50.0,20,21,10,11,18,60,37,0,Midfielder,
Marcus Thuram,FRA,Inter,it Serie A,25 years,29.9,23.0,15,9,9,5,4.0,13,30.8,9,26,3,23,4,27,19,0,Forward,
Cheikh Tidiane Sabaly,SEN,Metz,fr Ligue 1,24 years,15.3,40.0,20,23,12,5,16.0,40,40.0,24,19,2,17,10,50,14,0,Forward,Midfielder
