Player,Nation,Squad,Age,90s,SCA,SCA90,Types PassLive,Types PassDead,Types TO,Types Sh,Types Fld,Types Def,GCA,GCA90,Types PassLive,Types PassDead,Types TO,Types Sh,Types Fld,Types Def,Position 1,Position 2
Sydie Peck,ENG,Sheffield Utd,"18 years,  days",0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Facundo Pellistri,URU,Manchester Utd,"21 years,  days",1.9,3,1.57,2.0,0.0,0.0,0.0,1.0,0.0,1,0.52,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Andreas Pereira,BRA,Fulham,"27 years,  days",29.0,137,4.72,80.0,48.0,3.0,3.0,3.0,0.0,15,0.52,10.0,4.0,1.0,0.0,0.0,0.0,Midfielder,
Ivan Perišić,CRO,Tottenham,"34 years,  days",1.1,8,6.99,6.0,1.0,1.0,0.0,0.0,0.0,2,1.75,1.0,1.0,0.0,0.0,0.0,0.0,Forward,
Đorđe Petrović,SRB,Chelsea,"23 years,  days",22.1,1,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Kalvin Phillips,ENG,West Ham,"27 years,  days",3.4,5,1.46,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Kalvin Phillips,ENG,Manchester City,"27 years,  days",1.0,1,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Jaden Philogene Bidace,ENG,Aston Villa,"21 years,  days",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Jordan Pickford,ENG,Everton,"29 years,  days",38.0,24,0.63,14.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Ethan Pinnock,JAM,Brentford,"30 years,  days",28.0,24,0.86,16.0,1.0,0.0,6.0,0.0,1.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Nick Pope,ENG,Newcastle Utd,"31 years,  days",14.9,1,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Pedro Porro,ESP,Tottenham,"23 years,  days",34.3,107,3.12,66.0,28.0,4.0,5.0,4.0,0.0,12,0.35,9.0,3.0,0.0,0.0,0.0,0.0,Defender,
Jarell Quansah,ENG,Liverpool,"20 years,  days",13.2,13,0.98,13.0,0.0,0.0,0.0,0.0,0.0,1,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Ionuț Radu,ROU,Bournemouth,"26 years,  days",2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Jesurun Rak Sakyi,ENG,Crystal Palace,"20 years,  days",1.5,6,3.97,4.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Aaron Ramsdale,ENG,Arsenal,"25 years,  days",6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Aaron Ramsey,ENG,Burnley,"20 years,  days",5.9,5,0.85,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Jacob Ramsey,ENG,Aston Villa,"22 years,  days",9.5,29,3.06,23.0,2.0,1.0,2.0,0.0,1.0,3,0.32,2.0,1.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Marcus Rashford,ENG,Manchester Utd,"25 years,  days",25.2,87,3.45,57.0,1.0,16.0,7.0,6.0,0.0,12,0.48,10.0,0.0,1.0,0.0,1.0,0.0,Forward,
David Raya,ESP,Arsenal,"27 years,  days",32.0,4,0.12,3.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Tim Ream,USA,Fulham,"35 years,  days",16.7,10,0.6,9.0,1.0,0.0,0.0,0.0,0.0,1,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Nathan Redmond,ENG,Burnley,"29 years,  days",1.6,8,5.07,6.0,0.0,1.0,0.0,1.0,0.0,1,0.63,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Harrison Reed,ENG,Fulham,"28 years,  days",14.7,29,1.97,25.0,3.0,0.0,0.0,1.0,0.0,5,0.34,3.0,2.0,0.0,0.0,0.0,0.0,Midfielder,
Sergio Reguilón,ESP,Manchester Utd,"26 years,  days",4.6,15,3.28,13.0,1.0,0.0,1.0,0.0,0.0,1,0.22,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Sergio Reguilón,ESP,Brentford,"26 years,  days",12.4,35,2.82,20.0,11.0,1.0,2.0,1.0,0.0,6,0.48,2.0,2.0,0.0,2.0,0.0,0.0,Defender,
Bobby Reid,JAM,Fulham,"30 years,  days",15.8,35,2.17,29.0,0.0,1.0,3.0,0.0,2.0,4,0.25,3.0,0.0,0.0,0.0,0.0,1.0,Forward,
Gio Reyna,USA,Nottingham Forest,"20 years,  days",2.6,12,4.6,9.0,1.0,1.0,0.0,0.0,1.0,2,0.77,1.0,1.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Rodrigo Ribeiro,POR,Nottingham Forest,"18 years,  days",0.2,1,5.29,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Declan Rice,ENG,Arsenal,"24 years,  days",35.8,100,2.79,71.0,16.0,3.0,5.0,0.0,5.0,12,0.33,6.0,5.0,0.0,1.0,0.0,0.0,Midfielder,
Chris Richards,USA,Crystal Palace,"23 years,  days",23.3,16,0.69,11.0,0.0,0.0,2.0,0.0,3.0,3,0.13,3.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Richarlison,BRA,Tottenham,"26 years,  days",16.6,34,2.05,23.0,0.0,3.0,5.0,2.0,1.0,5,0.3,5.0,0.0,0.0,0.0,0.0,0.0,Forward,
Jaïro Riedewald,NED,Crystal Palace,"26 years,  days",2.6,1,0.38,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Matt Ritchie,SCO,Newcastle Utd,"33 years,  days",1.4,3,2.11,3.0,0.0,0.0,0.0,0.0,0.0,1,0.7,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Connor Roberts,WAL,Burnley,"27 years,  days",9.1,18,1.97,13.0,5.0,0.0,0.0,0.0,0.0,3,0.33,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Andrew Robertson,SCO,Liverpool,"29 years,  days",18.8,97,5.16,62.0,33.0,1.0,0.0,1.0,0.0,5,0.27,3.0,2.0,0.0,0.0,0.0,0.0,Defender,
Antonee Robinson,USA,Fulham,"25 years,  days",36.3,69,1.9,63.0,2.0,2.0,0.0,1.0,1.0,7,0.19,7.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jack Robinson,ENG,Sheffield Utd,"29 years,  days",32.1,23,0.72,12.0,7.0,0.0,3.0,0.0,1.0,1,0.03,0.0,1.0,0.0,0.0,0.0,0.0,Defender,
Rodri,ESP,Manchester City,"27 years,  days",32.6,157,4.82,130.0,2.0,8.0,5.0,6.0,6.0,23,0.71,17.0,0.0,3.0,1.0,1.0,1.0,Midfielder,
Jay Rodriguez,ENG,Burnley,"34 years,  days",9.1,13,1.42,7.0,0.0,2.0,4.0,0.0,0.0,1,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Forward,
Mads Roerslev,DEN,Brentford,"24 years,  days",22.1,33,1.5,29.0,0.0,3.0,0.0,0.0,1.0,3,0.14,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Morgan Rogers,ENG,Aston Villa,"21 years,  days",7.1,23,3.25,18.0,0.0,3.0,0.0,2.0,0.0,4,0.57,2.0,0.0,1.0,0.0,1.0,0.0,Midfielder,Forward
Cristian Romero,ARG,Tottenham,"25 years,  days",31.0,35,1.13,28.0,2.0,0.0,3.0,0.0,2.0,2,0.06,1.0,0.0,0.0,1.0,0.0,0.0,Defender,
Joe Rothwell,ENG,Bournemouth,"28 years,  days",4.3,12,2.8,6.0,3.0,1.0,1.0,1.0,0.0,1,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Pelly Ruddock Mpanzu,COD,Luton Town,"30 years,  days",12.2,19,1.55,12.0,1.0,2.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
José Sá,POR,Wolves,"30 years,  days",33.7,3,0.09,3.0,0.0,0.0,0.0,0.0,0.0,1,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Dominic Sadi,ENG,Bournemouth,"19 years,  days",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Bukayo Saka,ENG,Arsenal,"21 years,  days",32.4,188,5.8,137.0,26.0,10.0,9.0,4.0,2.0,21,0.65,16.0,2.0,1.0,1.0,1.0,0.0,Forward,
Mohamed Salah,EGY,Liverpool,"31 years,  days",28.2,139,4.94,103.0,2.0,7.0,21.0,5.0,1.0,20,0.71,14.0,0.0,2.0,3.0,1.0,0.0,Forward,
William Saliba,FRA,Arsenal,"22 years,  days",38.0,29,0.76,26.0,0.0,1.0,2.0,0.0,0.0,3,0.08,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Albert Sambi Lokonga,BEL,Luton Town,"23 years,  days",14.5,27,1.86,22.0,0.0,0.0,1.0,3.0,1.0,3,0.21,3.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Davinson Sánchez,COL,Tottenham,"27 years,  days",0.9,1,1.17,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Robert Sánchez,ESP,Chelsea,"25 years,  days",15.9,2,0.13,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Jadon Sancho,ENG,Manchester Utd,"23 years,  days",0.9,4,4.62,1.0,1.0,0.0,0.0,1.0,1.0,1,1.15,0.0,1.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Ibrahim Sangaré,CIV,Nottingham Forest,"25 years,  days",11.5,18,1.57,15.0,0.0,0.0,1.0,1.0,1.0,2,0.17,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Andrey Santos,BRA,Nottingham Forest,"19 years,  days",0.1,2,22.5,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Pablo Sarabia,ESP,Wolves,"31 years,  days",19.4,87,4.49,49.0,26.0,2.0,4.0,5.0,1.0,11,0.57,7.0,4.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Dane Scarlett,ENG,Tottenham,"19 years,  days",0.2,1,4.09,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Kevin Schade,GER,Brentford,"21 years,  days",3.7,12,3.22,8.0,0.0,1.0,1.0,2.0,0.0,3,0.81,2.0,0.0,0.0,0.0,1.0,0.0,Forward,Midfielder
Fabian Schär,SUI,Newcastle Utd,"31 years,  days",33.9,47,1.39,33.0,2.0,2.0,4.0,5.0,1.0,12,0.35,8.0,0.0,0.0,0.0,3.0,1.0,Defender,
Jeffrey Schlupp,GHA,Crystal Palace,"30 years,  days",15.0,28,1.86,21.0,0.0,2.0,1.0,2.0,2.0,3,0.2,3.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Alex Scott,ENG,Bournemouth,"19 years,  days",11.3,44,3.91,32.0,5.0,2.0,2.0,2.0,1.0,3,0.27,2.0,0.0,1.0,0.0,0.0,0.0,Midfielder,
Matz Sels,BEL,Nottingham Forest,"31 years,  days",16.0,1,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Nélson Semedo,POR,Wolves,"29 years,  days",34.3,60,1.75,46.0,0.0,3.0,2.0,6.0,3.0,3,0.09,2.0,0.0,0.0,0.0,0.0,1.0,Defender,Midfielder
Antoine Semenyo,GHA,Bournemouth,"23 years,  days",23.4,72,3.08,50.0,0.0,11.0,9.0,1.0,1.0,7,0.3,4.0,0.0,0.0,1.0,1.0,1.0,Forward,
Marcos Senesi,ARG,Bournemouth,"26 years,  days",24.9,49,1.97,44.0,0.0,0.0,2.0,1.0,2.0,8,0.32,8.0,0.0,0.0,0.0,0.0,0.0,Defender,
Luke Shaw,ENG,Manchester Utd,"28 years,  days",10.7,23,2.16,13.0,9.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
James Shea,ENG,Luton Town,"32 years,  days",0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Bernardo Silva,POR,Manchester City,"28 years,  days",28.6,130,4.54,117.0,3.0,6.0,1.0,3.0,0.0,13,0.45,11.0,0.0,2.0,0.0,0.0,0.0,Midfielder,Forward
Fábio Silva,POR,Wolves,"21 years,  days",2.9,9,3.08,6.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Thiago Silva,BRA,Chelsea,"38 years,  days",28.1,27,0.96,25.0,1.0,0.0,1.0,0.0,0.0,4,0.14,3.0,0.0,0.0,1.0,0.0,0.0,Defender,
Luis Sinisterra,COL,Bournemouth,"24 years,  days",7.8,42,5.42,27.0,0.0,9.0,4.0,0.0,2.0,3,0.39,0.0,0.0,0.0,3.0,0.0,0.0,Forward,Midfielder
Oliver Skipp,ENG,Tottenham,"22 years,  days",7.9,14,1.78,13.0,0.0,0.0,1.0,0.0,0.0,2,0.25,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Defender
Adam Smith,ENG,Bournemouth,"32 years,  days",23.9,31,1.3,26.0,4.0,0.0,0.0,1.0,0.0,5,0.21,5.0,0.0,0.0,0.0,0.0,0.0,Defender,
Emile Smith Rowe,ENG,Arsenal,"23 years,  days",3.9,13,3.31,10.0,1.0,0.0,1.0,1.0,0.0,2,0.51,1.0,1.0,0.0,0.0,0.0,0.0,Midfielder,
Cédric Soares,POR,Arsenal,"31 years,  days",0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Dominic Solanke,ENG,Bournemouth,"25 years,  days",36.9,79,2.14,61.0,0.0,6.0,5.0,4.0,3.0,6,0.16,4.0,0.0,2.0,0.0,0.0,0.0,Forward,
Manor Solomon,ISR,Tottenham,"24 years,  days",2.2,19,8.59,16.0,0.0,1.0,1.0,1.0,0.0,2,0.9,2.0,0.0,0.0,0.0,0.0,0.0,Forward,
Tomáš Souček,CZE,West Ham,"28 years,  days",31.9,42,1.32,34.0,1.0,0.0,4.0,0.0,3.0,4,0.13,4.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Vinicius Souza,BRA,Sheffield Utd,"24 years,  days",29.6,26,0.88,22.0,1.0,0.0,1.0,0.0,2.0,3,0.1,2.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Jason Steele,ENG,Brighton,"32 years,  days",17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Raheem Sterling,ENG,Chelsea,"28 years,  days",22.0,85,3.87,55.0,0.0,15.0,4.0,7.0,4.0,14,0.64,7.0,0.0,4.0,0.0,3.0,0.0,Forward,Midfielder
John Stones,ENG,Manchester City,"29 years,  days",11.8,23,1.95,21.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Thomas Strakosha,ALB,Brentford,"28 years,  days",1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Dominik Szoboszlai,HUN,Liverpool,"22 years,  days",23.4,115,4.92,84.0,21.0,4.0,3.0,3.0,0.0,7,0.3,5.0,0.0,0.0,1.0,1.0,0.0,Midfielder,
Matt Targett,ENG,Newcastle Utd,"27 years,  days",0.9,4,4.62,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
James Tarkowski,ENG,Everton,"30 years,  days",38.0,44,1.16,38.0,0.0,1.0,4.0,0.0,1.0,3,0.08,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jimi Tauriainen,ENG,Chelsea,"19 years,  days",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Nuno Tavares,POR,Nottingham Forest,"23 years,  days",5.1,9,1.77,8.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Marcus Tavernier,ENG,Bournemouth,"24 years,  days",23.5,101,4.29,72.0,14.0,5.0,5.0,4.0,1.0,9,0.38,6.0,2.0,0.0,0.0,1.0,0.0,Forward,
Charlie Taylor,ENG,Burnley,"29 years,  days",25.9,34,1.31,30.0,0.0,0.0,2.0,1.0,1.0,2,0.08,1.0,0.0,0.0,1.0,0.0,0.0,Defender,
Kenny Tete,NED,Fulham,"27 years,  days",9.6,15,1.56,11.0,0.0,2.0,1.0,1.0,0.0,2,0.21,1.0,0.0,0.0,0.0,1.0,0.0,Defender,
Luke Thomas,ENG,Sheffield Utd,"22 years,  days",10.2,10,0.98,8.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Youri Tielemans,BEL,Aston Villa,"26 years,  days",18.0,49,2.72,40.0,1.0,1.0,3.0,2.0,2.0,16,0.89,14.0,0.0,0.0,1.0,0.0,1.0,Midfielder,Forward
Jurriën Timber,NED,Arsenal,"22 years,  days",0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Harry Toffolo,ENG,Nottingham Forest,"27 years,  days",16.2,25,1.54,16.0,7.0,0.0,2.0,0.0,0.0,4,0.25,4.0,0.0,0.0,0.0,0.0,0.0,Defender,
Takehiro Tomiyasu,JPN,Arsenal,"24 years,  days",12.8,17,1.33,16.0,0.0,0.0,1.0,0.0,0.0,2,0.16,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
James Tomkins,ENG,Crystal Palace,"34 years,  days",0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Sandro Tonali,ITA,Newcastle Utd,"23 years,  days",4.9,12,2.47,10.0,1.0,0.0,0.0,1.0,0.0,3,0.62,2.0,0.0,0.0,0.0,1.0,0.0,Midfielder,
Ivan Toney,ENG,Brentford,"27 years,  days",16.1,39,2.42,22.0,5.0,4.0,4.0,4.0,0.0,6,0.37,4.0,0.0,1.0,1.0,0.0,0.0,Forward,
Pau Torres,ESP,Aston Villa,"26 years,  days",27.4,23,0.84,22.0,1.0,0.0,0.0,0.0,0.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Andros Townsend,ENG,Luton Town,"32 years,  days",13.4,36,2.68,24.0,5.0,3.0,3.0,1.0,0.0,6,0.45,4.0,0.0,1.0,1.0,0.0,0.0,Midfielder,Forward
James Trafford,ENG,Burnley,"20 years,  days",28.0,7,0.25,3.0,4.0,0.0,0.0,0.0,0.0,1,0.04,0.0,1.0,0.0,0.0,0.0,0.0,Goalkeeper,
Adama Traoré,ESP,Fulham,"27 years,  days",4.2,14,3.34,12.0,0.0,1.0,1.0,0.0,0.0,5,1.19,4.0,0.0,1.0,0.0,0.0,0.0,Forward,Midfielder
Bénie Traoré,CIV,Sheffield Utd,"20 years,  days",4.3,6,1.4,6.0,0.0,0.0,0.0,0.0,0.0,1,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Bertrand Traoré,BFA,Aston Villa,"27 years,  days",0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Forward
Boubacar Traoré,MLI,Wolves,"21 years,  days",9.1,13,1.43,12.0,0.0,1.0,0.0,0.0,0.0,2,0.22,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Mark Travers,IRL,Bournemouth,"24 years,  days",4.0,2,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Mike Trésor,BEL,Burnley,"24 years,  days",4.7,10,2.14,4.0,5.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Kieran Trippier,ENG,Newcastle Utd,"32 years,  days",24.8,101,4.07,68.0,28.0,1.0,0.0,2.0,2.0,11,0.44,7.0,3.0,0.0,0.0,0.0,1.0,Defender,
Leandro Trossard,BEL,Arsenal,"28 years,  days",18.3,65,3.55,46.0,3.0,7.0,5.0,4.0,0.0,6,0.33,1.0,1.0,2.0,0.0,2.0,0.0,Forward,Midfielder
Auston Trusty,USA,Sheffield Utd,"24 years,  days",28.6,16,0.56,11.0,2.0,1.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Kostas Tsimikas,GRE,Liverpool,"27 years,  days",7.5,32,4.24,20.0,9.0,0.0,0.0,2.0,1.0,2,0.27,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Matt Turner,USA,Nottingham Forest,"29 years,  days",17.0,4,0.24,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Destiny Udogie,ITA,Tottenham,"20 years,  days",26.6,57,2.15,51.0,0.0,4.0,2.0,0.0,0.0,7,0.26,6.0,0.0,0.0,1.0,0.0,0.0,Defender,
Lesley Ugochukwu,FRA,Chelsea,"19 years,  days",3.3,5,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Enes Ünal,TUR,Bournemouth,"26 years,  days",3.6,12,3.28,4.0,0.0,1.0,5.0,1.0,1.0,3,0.82,1.0,0.0,0.0,2.0,0.0,0.0,Forward,Midfielder
Virgil van Dijk,NED,Liverpool,"32 years,  days",35.3,59,1.67,54.0,0.0,0.0,5.0,0.0,0.0,4,0.11,4.0,0.0,0.0,0.0,0.0,0.0,Defender,
Raphaël Varane,FRA,Manchester Utd,"30 years,  days",15.3,16,1.05,13.0,1.0,0.0,2.0,0.0,0.0,2,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Alejo Véliz,ARG,Tottenham,"19 years,  days",0.6,1,1.84,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Joël Veltman,NED,Brighton,"31 years,  days",17.6,18,1.02,12.0,2.0,0.0,0.0,3.0,1.0,1,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Micky van de Ven,NED,Tottenham,"22 years,  days",26.0,11,0.42,9.0,0.0,1.0,0.0,1.0,0.0,1,0.04,0.0,0.0,1.0,0.0,0.0,0.0,Defender,
Bart Verbruggen,NED,Brighton,"20 years,  days",21.0,3,0.14,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Guglielmo Vicario,ITA,Tottenham,"26 years,  days",38.0,2,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Fabio Vieira,POR,Arsenal,"23 years,  days",3.3,12,3.64,7.0,1.0,0.0,1.0,3.0,0.0,5,1.52,1.0,1.0,0.0,0.0,3.0,0.0,Midfielder,Forward
Carlos Vinícius,BRA,Fulham,"28 years,  days",3.5,9,2.57,8.0,0.0,1.0,0.0,0.0,0.0,1,0.29,1.0,0.0,0.0,0.0,0.0,0.0,Forward,
Vitinho,BRA,Burnley,"24 years,  days",25.7,44,1.71,33.0,2.0,4.0,3.0,1.0,1.0,6,0.23,5.0,0.0,0.0,0.0,1.0,0.0,Defender,Midfielder
Odisseas Vlachodimos,GRE,Nottingham Forest,"29 years,  days",5.0,1,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Kyle Walker,ENG,Manchester City,"33 years,  days",30.7,62,2.02,57.0,1.0,1.0,1.0,2.0,0.0,11,0.36,9.0,0.0,1.0,1.0,0.0,0.0,Defender,
Aaron Wan-Bissaka,ENG,Manchester Utd,"25 years,  days",19.8,26,1.31,24.0,1.0,0.0,0.0,1.0,0.0,3,0.15,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Joel Ward,ENG,Crystal Palace,"33 years,  days",22.0,16,0.73,13.0,2.0,0.0,1.0,0.0,0.0,3,0.14,2.0,1.0,0.0,0.0,0.0,0.0,Defender,
James Ward-Prowse,ENG,West Ham,"28 years,  days",33.3,116,3.48,57.0,51.0,1.0,4.0,1.0,2.0,16,0.48,7.0,7.0,0.0,2.0,0.0,0.0,Midfielder,
Lewis Warrington,ENG,Everton,"20 years,  days",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Deivid Washington,BRA,Chelsea,"18 years,  days",0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Forward
Ollie Watkins,ENG,Aston Villa,"27 years,  days",35.7,100,2.8,70.0,0.0,7.0,18.0,4.0,1.0,26,0.73,15.0,0.0,2.0,7.0,2.0,0.0,Forward,
Adam Webster,ENG,Brighton,"28 years,  days",12.7,14,1.1,13.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Danny Welbeck,ENG,Brighton,"32 years,  days",18.8,71,3.77,52.0,0.0,3.0,11.0,5.0,0.0,7,0.37,3.0,0.0,0.0,2.0,2.0,0.0,Forward,Midfielder
Timo Werner,GER,Tottenham,"27 years,  days",9.0,34,3.78,25.0,0.0,4.0,4.0,1.0,0.0,7,0.78,7.0,0.0,0.0,0.0,0.0,0.0,Forward,
Adam Wharton,ENG,Crystal Palace,"19 years,  days",14.4,37,2.57,30.0,7.0,0.0,0.0,0.0,0.0,5,0.35,5.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Ethan Wheatley,ENG,Manchester Utd,"17 years,  days",0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Ben White,ENG,Arsenal,"25 years,  days",33.2,86,2.59,76.0,5.0,1.0,2.0,0.0,2.0,7,0.21,6.0,0.0,0.0,1.0,0.0,0.0,Defender,
Joe White,ENG,Newcastle Utd,"20 years,  days",0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
