Player,Nation,Squad,Comp,Age,90s,SCA,SCA90,Types PassLive,Types PassDead,Types TO,Types Sh,Types Fld,Types Def,GCA,GCA90,Types PassLive,Types PassDead,Types TO,Types Sh,Types Fld,Types Def,Position 1,Position 2
Josip Stanišić,CRO,Leverkusen,de Bundesliga,23 years,14.0,26,1.85,22.0,0.0,0.0,2.0,1.0,1.0,2,0.14,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Carl Starfelt,SWE,Celta Vigo,es La Liga,28 years,24.6,6,0.24,6.0,0.0,0.0,0.0,0.0,0.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Niklas Stark,GER,Werder Bremen,de Bundesliga,28 years,12.1,9,0.74,8.0,0.0,0.0,0.0,0.0,1.0,1,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jason Steele,ENG,Brighton,eng Premier League,32 years,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Pascal Stenzel,GER,Stuttgart,de Bundesliga,27 years,11.8,38,3.22,31.0,1.0,2.0,1.0,2.0,1.0,10,0.85,9.0,0.0,1.0,0.0,0.0,0.0,Defender,
Leonidas Stergiou,SUI,Stuttgart,de Bundesliga,21 years,6.6,7,1.06,7.0,0.0,0.0,0.0,0.0,0.0,1,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Raheem Sterling,ENG,Chelsea,eng Premier League,28 years,22.0,85,3.87,55.0,0.0,15.0,4.0,7.0,4.0,14,0.64,7.0,0.0,4.0,0.0,3.0,0.0,Forward,Midfielder
Trivante Stewart,JAM,Salernitana,it Serie A,23 years,1.1,3,2.7,2.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Angelo Stiller,GER,Hoffenheim,de Bundesliga,22 years,0.9,5,5.42,3.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Angelo Stiller,GER,Stuttgart,de Bundesliga,22 years,29.9,114,3.81,86.0,22.0,0.0,2.0,1.0,3.0,10,0.33,8.0,1.0,0.0,0.0,0.0,1.0,Midfielder,
Kevin Stöger,AUT,Bochum,de Bundesliga,29 years,29.6,231,7.79,131.0,77.0,5.0,10.0,7.0,1.0,18,0.61,10.0,6.0,1.0,1.0,0.0,0.0,Midfielder,
Filip Stojilković,SUI,Darmstadt 98,de Bundesliga,23 years,1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
John Stones,ENG,Manchester City,eng Premier League,29 years,11.8,23,1.95,21.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Thomas Strakosha,ALB,Brentford,eng Premier League,28 years,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Jørgen Strand Larsen,NOR,Celta Vigo,es La Liga,23 years,31.8,61,1.92,43.0,0.0,5.0,9.0,4.0,0.0,8,0.25,5.0,0.0,0.0,1.0,2.0,0.0,Forward,
Gabriel Strefezza,BRA,Lecce,it Serie A,26 years,12.4,41,3.32,30.0,4.0,1.0,3.0,1.0,2.0,2,0.16,1.0,1.0,0.0,0.0,0.0,0.0,Forward,
Kevin Strootman,NED,Genoa,it Serie A,33 years,13.4,39,2.91,32.0,5.0,0.0,0.0,1.0,1.0,5,0.37,5.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Cristhian Stuani,URU,Girona,es La Liga,36 years,8.9,16,1.79,11.0,0.0,1.0,3.0,0.0,1.0,3,0.34,2.0,0.0,0.0,1.0,0.0,0.0,Forward,
Álex Suárez,ESP,Las Palmas,es La Liga,30 years,28.5,18,0.63,13.0,2.0,0.0,2.0,1.0,0.0,2,0.07,1.0,0.0,0.0,1.0,0.0,0.0,Defender,
Damián Suárez,URU,Getafe,es La Liga,35 years,14.4,33,2.28,28.0,5.0,0.0,0.0,0.0,0.0,4,0.28,3.0,1.0,0.0,0.0,0.0,0.0,Defender,
Denis Suárez,ESP,Villarreal,es La Liga,29 years,1.5,8,5.37,7.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Gabriel Suazo,CHI,Toulouse,fr Ligue 1,25 years,26.2,83,3.17,62.0,11.0,2.0,1.0,2.0,5.0,9,0.34,8.0,0.0,0.0,0.0,0.0,1.0,Defender,
Isaac Success,NGA,Udinese,it Serie A,27 years,9.8,29,2.96,18.0,0.0,3.0,3.0,5.0,0.0,2,0.2,1.0,0.0,0.0,1.0,0.0,0.0,Forward,Midfielder
Niklas Süle,GER,Dortmund,de Bundesliga,27 years,16.8,17,1.01,17.0,0.0,0.0,0.0,0.0,0.0,2,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Ibrahim Sulemana,GHA,Cagliari,it Serie A,20 years,14.9,20,1.34,17.0,0.0,1.0,1.0,1.0,0.0,1,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Tomáš Suslov,SVK,Hellas Verona,it Serie A,21 years,23.2,69,2.97,37.0,13.0,6.0,5.0,5.0,3.0,7,0.3,5.0,1.0,0.0,1.0,0.0,0.0,Midfielder,Forward
Suso,ESP,Sevilla,es La Liga,29 years,16.9,91,5.4,60.0,26.0,2.0,2.0,1.0,0.0,12,0.71,9.0,2.0,1.0,0.0,0.0,0.0,Midfielder,Forward
Mattias Svanberg,SWE,Wolfsburg,de Bundesliga,24 years,19.1,59,3.09,34.0,10.0,4.0,6.0,5.0,0.0,9,0.47,7.0,0.0,0.0,1.0,1.0,0.0,Midfielder,
Max Svensson,ESP,Osasuna,es La Liga,nan years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Mile Svilar,SRB,Roma,it Serie A,23 years,15.0,3,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Williot Swedberg,SWE,Celta Vigo,es La Liga,19 years,4.9,11,2.26,5.0,0.0,3.0,2.0,1.0,0.0,2,0.41,0.0,0.0,1.0,0.0,1.0,0.0,Forward,Midfielder
Karol Świderski,POL,Hellas Verona,it Serie A,26 years,5.6,17,3.04,13.0,0.0,1.0,0.0,3.0,0.0,1,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Abakar Sylla,CIV,Strasbourg,fr Ligue 1,20 years,19.9,14,0.7,12.0,0.0,0.0,0.0,0.0,2.0,1,0.05,0.0,0.0,0.0,0.0,0.0,1.0,Defender,
Dembo Sylla,GUI,Lorient,fr Ligue 1,20 years,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Issiaga Sylla,GUI,Montpellier,fr Ligue 1,29 years,16.2,31,1.92,22.0,5.0,1.0,2.0,0.0,1.0,2,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Defender,Forward
Mamadou Sylla,SEN,Alavés,es La Liga,29 years,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Attila Szalai,HUN,Hoffenheim,de Bundesliga,25 years,3.2,6,1.87,5.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Attila Szalai,HUN,Freiburg,de Bundesliga,25 years,1.1,1,0.87,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Wojciech Szczęsny,POL,Juventus,it Serie A,33 years,35.0,2,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Dominik Szoboszlai,HUN,Liverpool,eng Premier League,22 years,23.4,115,4.92,84.0,21.0,4.0,3.0,3.0,0.0,7,0.3,5.0,0.0,0.0,1.0,1.0,0.0,Midfielder,
Przemysław Szymiński,POL,Frosinone,it Serie A,29 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Alexander Sørloth,NOR,Villarreal,es La Liga,27 years,27.7,68,2.46,51.0,0.0,6.0,8.0,2.0,1.0,17,0.61,8.0,0.0,2.0,5.0,2.0,0.0,Forward,
Musa Al-Taamari,JOR,Montpellier,fr Ligue 1,26 years,21.4,70,3.27,34.0,2.0,12.0,6.0,14.0,2.0,8,0.37,3.0,0.0,3.0,0.0,2.0,0.0,Forward,
Nicolás Tagliafico,ARG,Lyon,fr Ligue 1,30 years,23.6,42,1.78,28.0,6.0,1.0,3.0,3.0,1.0,2,0.08,1.0,0.0,0.0,0.0,1.0,0.0,Defender,
Jonathan Tah,GER,Leverkusen,de Bundesliga,27 years,29.2,19,0.65,15.0,0.0,0.0,3.0,0.0,1.0,4,0.14,3.0,0.0,0.0,1.0,0.0,0.0,Defender,
Montassar Talbi,TUN,Lorient,fr Ligue 1,25 years,24.5,16,0.65,15.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Yassin Tallal,ESP,Getafe,es La Liga,18 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Adrien Tameze,CMR,Torino,it Serie A,29 years,23.8,32,1.34,29.0,0.0,0.0,1.0,0.0,2.0,4,0.17,2.0,0.0,0.0,0.0,0.0,2.0,Defender,Midfielder
Renato Tapia,PER,Celta Vigo,es La Liga,28 years,14.9,27,1.82,22.0,0.0,1.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Defender
Edmond Tapsoba,BFA,Leverkusen,de Bundesliga,24 years,23.2,38,1.64,36.0,1.0,0.0,0.0,1.0,0.0,6,0.26,6.0,0.0,0.0,0.0,0.0,0.0,Defender,
Matt Targett,ENG,Newcastle Utd,eng Premier League,27 years,0.9,4,4.62,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Oussama Targhalline,MAR,Le Havre,fr Ligue 1,21 years,11.4,24,2.11,18.0,0.0,0.0,0.0,3.0,3.0,2,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
James Tarkowski,ENG,Everton,eng Premier League,30 years,38.0,44,1.16,38.0,0.0,1.0,4.0,0.0,1.0,3,0.08,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
César Tárrega,ESP,Valencia,es La Liga,21 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jimi Tauriainen,ENG,Chelsea,eng Premier League,19 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Nuno Tavares,POR,Nottingham Forest,eng Premier League,23 years,5.1,9,1.77,8.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Marcus Tavernier,ENG,Bournemouth,eng Premier League,24 years,23.5,101,4.29,72.0,14.0,5.0,5.0,4.0,1.0,9,0.38,6.0,2.0,0.0,0.0,1.0,0.0,Forward,
Elayis Tavsan,NED,Hellas Verona,it Serie A,22 years,0.6,1,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Charlie Taylor,ENG,Burnley,eng Premier League,29 years,25.9,34,1.31,30.0,0.0,0.0,2.0,1.0,1.0,2,0.08,1.0,0.0,0.0,1.0,0.0,0.0,Defender,
Marciano Tchami,GNB,Almería,es La Liga,19 years,0.5,1,2.14,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Loum Tchaouna,FRA,Salernitana,it Serie A,19 years,23.3,56,2.4,42.0,1.0,5.0,6.0,2.0,0.0,7,0.3,4.0,0.0,2.0,1.0,0.0,0.0,Forward,Midfielder
Jackson Tchatchoua,CMR,Hellas Verona,it Serie A,21 years,19.2,33,1.72,27.0,2.0,2.0,0.0,1.0,1.0,2,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Enzo Tchato,CMR,Montpellier,fr Ligue 1,20 years,12.5,18,1.44,13.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Aurélien Tchouaméni,FRA,Real Madrid,es La Liga,23 years,22.1,35,1.58,30.0,0.0,1.0,3.0,0.0,1.0,11,0.5,10.0,0.0,0.0,1.0,0.0,0.0,Midfielder,Defender
Mathys Tel,FRA,Bayern Munich,de Bundesliga,18 years,11.7,45,3.86,25.0,0.0,9.0,8.0,3.0,0.0,13,1.11,8.0,0.0,3.0,1.0,1.0,0.0,Forward,Midfielder
Nathan Tella,NGA,Leverkusen,de Bundesliga,24 years,9.1,36,3.96,25.0,1.0,1.0,2.0,7.0,0.0,6,0.66,4.0,0.0,0.0,0.0,2.0,0.0,Defender,Midfielder
Nahuel Tenaglia,ARG,Alavés,es La Liga,27 years,12.7,24,1.89,19.0,2.0,0.0,0.0,1.0,2.0,2,0.16,1.0,0.0,0.0,0.0,1.0,0.0,Defender,
Arnau Tenas,ESP,Paris S-G,fr Ligue 1,22 years,5.9,1,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1,0.17,1.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Marc-André ter Stegen,GER,Barcelona,es La Liga,31 years,28.0,8,0.29,7.0,1.0,0.0,0.0,0.0,0.0,2,0.07,1.0,1.0,0.0,0.0,0.0,0.0,Goalkeeper,
Filippo Terracciano,ITA,Hellas Verona,it Serie A,20 years,14.4,36,2.5,20.0,9.0,3.0,3.0,1.0,0.0,4,0.28,2.0,1.0,0.0,1.0,0.0,0.0,Defender,
Filippo Terracciano,ITA,Milan,it Serie A,20 years,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Forward
Pietro Terracciano,ITA,Fiorentina,it Serie A,33 years,33.0,4,0.12,3.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Ramón Terrats,ESP,Villarreal,es La Liga,22 years,8.7,22,2.51,13.0,4.0,1.0,1.0,2.0,1.0,3,0.34,2.0,0.0,0.0,0.0,1.0,0.0,Midfielder,Defender
Martin Terrier,FRA,Rennes,fr Ligue 1,26 years,17.0,51,3.01,35.0,0.0,1.0,6.0,7.0,2.0,7,0.41,6.0,0.0,0.0,1.0,0.0,0.0,Forward,Midfielder
Kenny Tete,NED,Fulham,eng Premier League,27 years,9.6,15,1.56,11.0,0.0,2.0,1.0,1.0,0.0,2,0.21,1.0,0.0,0.0,0.0,1.0,0.0,Defender,
Benjamin Tetteh,GHA,Metz,fr Ligue 1,26 years,3.1,6,1.92,5.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Teddy Teuma,MLT,Reims,fr Ligue 1,29 years,23.5,92,3.92,60.0,22.0,4.0,4.0,1.0,1.0,10,0.43,5.0,3.0,1.0,0.0,0.0,1.0,Midfielder,
Florian Thauvin,FRA,Udinese,it Serie A,30 years,19.0,71,3.74,53.0,6.0,4.0,6.0,2.0,0.0,4,0.21,4.0,0.0,0.0,0.0,0.0,0.0,Forward,
Arthur Theate,BEL,Rennes,fr Ligue 1,23 years,25.5,21,0.82,16.0,1.0,1.0,2.0,1.0,0.0,3,0.12,1.0,0.0,0.0,2.0,0.0,0.0,Defender,
Norman Theuerkauf,GER,Heidenheim,de Bundesliga,36 years,14.0,27,1.93,19.0,4.0,0.0,1.0,2.0,1.0,2,0.14,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Defender
Malick Thiaw,GER,Milan,it Serie A,21 years,18.0,19,1.06,16.0,0.0,0.0,3.0,0.0,0.0,2,0.11,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jan Thielmann,GER,Köln,de Bundesliga,21 years,17.5,43,2.45,25.0,1.0,5.0,6.0,5.0,1.0,1,0.06,0.0,0.0,0.0,1.0,0.0,0.0,Forward,Defender
Denis Thomalla,GER,Heidenheim,de Bundesliga,30 years,5.0,9,1.82,8.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Luke Thomas,ENG,Sheffield Utd,eng Premier League,22 years,10.2,10,0.98,8.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Adrien Thomasson,FRA,Lens,fr Ligue 1,29 years,13.3,75,5.64,59.0,9.0,0.0,4.0,3.0,0.0,3,0.23,1.0,1.0,0.0,0.0,1.0,0.0,Midfielder,
Morten Thorsby,NOR,Genoa,it Serie A,27 years,12.9,14,1.09,11.0,0.0,1.0,2.0,0.0,0.0,2,0.16,1.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Kristian Thorstvedt,NOR,Sassuolo,it Serie A,24 years,26.6,80,3.0,66.0,1.0,3.0,4.0,3.0,3.0,4,0.15,1.0,0.0,0.0,1.0,1.0,1.0,Midfielder,
Khéphren Thuram,FRA,Nice,fr Ligue 1,22 years,23.4,79,3.37,59.0,0.0,6.0,7.0,3.0,4.0,5,0.21,5.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Marcus Thuram,FRA,Inter,it Serie A,25 years,29.9,81,2.71,51.0,0.0,6.0,10.0,13.0,1.0,17,0.57,10.0,0.0,2.0,0.0,5.0,0.0,Forward,
Cheikh Tidiane Sabaly,SEN,Metz,fr Ligue 1,24 years,15.3,39,2.55,28.0,0.0,4.0,2.0,4.0,1.0,4,0.26,3.0,0.0,0.0,1.0,0.0,0.0,Forward,Midfielder
Youri Tielemans,BEL,Aston Villa,eng Premier League,26 years,18.0,49,2.72,40.0,1.0,1.0,3.0,2.0,2.0,16,0.89,14.0,0.0,0.0,1.0,0.0,1.0,Midfielder,Forward
Kieran Tierney,SCO,Real Sociedad,es La Liga,26 years,13.8,16,1.16,14.0,1.0,0.0,0.0,1.0,0.0,3,0.22,2.0,1.0,0.0,0.0,0.0,0.0,Defender,
Phillip Tietz,GER,Augsburg,de Bundesliga,26 years,26.5,55,2.08,45.0,0.0,1.0,7.0,2.0,0.0,8,0.3,6.0,0.0,0.0,2.0,0.0,0.0,Forward,
Steffen Tigges,GER,Köln,de Bundesliga,25 years,8.1,19,2.35,16.0,0.0,0.0,3.0,0.0,0.0,1,0.12,0.0,0.0,0.0,1.0,0.0,0.0,Forward,
Antonio Tikvić,CRO,Udinese,it Serie A,19 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jurriën Timber,NED,Arsenal,eng Premier League,22 years,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jean-Clair Todibo,FRA,Nice,fr Ligue 1,23 years,29.5,42,1.43,38.0,0.0,0.0,2.0,0.0,2.0,6,0.2,5.0,0.0,0.0,1.0,0.0,0.0,Defender,
Harry Toffolo,ENG,Nottingham Forest,eng Premier League,27 years,16.2,25,1.54,16.0,7.0,0.0,2.0,0.0,0.0,4,0.25,4.0,0.0,0.0,0.0,0.0,0.0,Defender,
Umut Tohumcu,GER,Hoffenheim,de Bundesliga,18 years,11.2,24,2.14,20.0,0.0,0.0,0.0,2.0,2.0,2,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Corentin Tolisso,FRA,Lyon,fr Ligue 1,28 years,19.3,52,2.69,40.0,1.0,0.0,9.0,1.0,1.0,3,0.16,1.0,0.0,0.0,2.0,0.0,0.0,Midfielder,
Jeremy Toljan,GER,Sassuolo,it Serie A,28 years,23.1,38,1.64,33.0,3.0,0.0,1.0,1.0,0.0,7,0.3,6.0,0.0,0.0,0.0,1.0,0.0,Defender,
Rafael Tolói,ITA,Atalanta,it Serie A,32 years,10.7,6,0.56,5.0,0.0,0.0,0.0,0.0,1.0,1,0.09,0.0,0.0,0.0,0.0,0.0,1.0,Defender,
Raúl de Tomás,ESP,Rayo Vallecano,es La Liga,28 years,14.1,22,1.56,11.0,0.0,1.0,7.0,3.0,0.0,3,0.21,3.0,0.0,0.0,0.0,0.0,0.0,Forward,
Tiago Tomás,POR,Wolfsburg,de Bundesliga,21 years,11.5,30,2.62,13.0,2.0,7.0,7.0,1.0,0.0,1,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Takehiro Tomiyasu,JPN,Arsenal,eng Premier League,24 years,12.8,17,1.33,16.0,0.0,0.0,1.0,0.0,0.0,2,0.16,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
James Tomkins,ENG,Crystal Palace,eng Premier League,34 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Fikayo Tomori,ENG,Milan,it Serie A,25 years,23.6,12,0.51,10.0,0.0,0.0,2.0,0.0,0.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Sandro Tonali,ITA,Newcastle Utd,eng Premier League,23 years,4.9,12,2.47,10.0,1.0,0.0,0.0,1.0,0.0,3,0.62,2.0,0.0,0.0,0.0,1.0,0.0,Midfielder,
Ivan Toney,ENG,Brentford,eng Premier League,27 years,16.1,39,2.42,22.0,5.0,4.0,4.0,4.0,0.0,6,0.37,4.0,0.0,1.0,1.0,0.0,0.0,Forward,
Pablo Torre,ESP,Girona,es La Liga,20 years,7.8,24,3.07,24.0,0.0,0.0,0.0,0.0,0.0,6,0.77,6.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Raúl Torrente,ESP,Granada,es La Liga,21 years,13.9,7,0.5,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Ferrán Torres,ESP,Barcelona,es La Liga,23 years,13.5,53,3.94,37.0,4.0,5.0,4.0,3.0,0.0,9,0.67,5.0,0.0,1.0,1.0,2.0,0.0,Forward,
Óliver Torres,ESP,Sevilla,es La Liga,28 years,18.0,58,3.23,47.0,7.0,0.0,0.0,4.0,0.0,2,0.11,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Pau Torres,ESP,Aston Villa,eng Premier League,26 years,27.4,23,0.84,22.0,1.0,0.0,0.0,0.0,0.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Lucas Torró,ESP,Osasuna,es La Liga,29 years,19.9,26,1.31,19.0,1.0,1.0,4.0,1.0,0.0,2,0.1,1.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Fabio Torsiello,ITA,Darmstadt 98,de Bundesliga,18 years,1.7,2,1.15,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Defender
Ahmed Touba,ALG,Lecce,it Serie A,25 years,3.1,1,0.32,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Abdoulaye Touré,GUI,Le Havre,fr Ligue 1,29 years,25.4,44,1.73,37.0,0.0,2.0,1.0,3.0,1.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Souleymane Touré,FRA,Lorient,fr Ligue 1,20 years,22.8,20,0.88,20.0,0.0,0.0,0.0,0.0,0.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Lucas Tousart,FRA,Union Berlin,de Bundesliga,26 years,17.5,24,1.37,17.0,0.0,1.0,5.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Andros Townsend,ENG,Luton Town,eng Premier League,32 years,13.4,36,2.68,24.0,5.0,3.0,3.0,1.0,0.0,6,0.45,4.0,0.0,1.0,1.0,0.0,0.0,Midfielder,Forward
James Trafford,ENG,Burnley,eng Premier League,20 years,28.0,7,0.25,3.0,4.0,0.0,0.0,0.0,0.0,1,0.04,0.0,1.0,0.0,0.0,0.0,0.0,Goalkeeper,
Adama Traoré,ESP,Fulham,eng Premier League,27 years,4.2,14,3.34,12.0,0.0,1.0,1.0,0.0,0.0,5,1.19,4.0,0.0,1.0,0.0,0.0,0.0,Forward,Midfielder
Bénie Traoré,CIV,Sheffield Utd,eng Premier League,20 years,4.3,6,1.4,6.0,0.0,0.0,0.0,0.0,0.0,1,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Bénie Traoré,CIV,Nantes,fr Ligue 1,20 years,5.6,15,2.68,13.0,1.0,0.0,1.0,0.0,0.0,1,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Bertrand Traoré,BFA,Aston Villa,eng Premier League,27 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Forward
Bertrand Traoré,BFA,Villarreal,es La Liga,27 years,6.3,16,2.54,11.0,1.0,1.0,1.0,2.0,0.0,3,0.48,2.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Boubacar Traoré,MLI,Wolves,eng Premier League,21 years,9.1,13,1.43,12.0,0.0,1.0,0.0,0.0,0.0,2,0.22,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Chaka Traorè,CIV,Milan,it Serie A,18 years,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Daouda Traoré,FRA,Nice,fr Ligue 1,17 years,0.2,1,5.63,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Hamari Traoré,MLI,Real Sociedad,es La Liga,31 years,25.5,58,2.28,47.0,4.0,1.0,1.0,1.0,4.0,3,0.12,2.0,0.0,0.0,0.0,0.0,1.0,Defender,
Ismaël Traoré,CIV,Metz,fr Ligue 1,36 years,24.7,8,0.32,7.0,0.0,0.0,1.0,0.0,0.0,2,0.08,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Omar Traoré,GER,Heidenheim,de Bundesliga,25 years,27.5,44,1.6,38.0,3.0,1.0,1.0,1.0,0.0,6,0.22,5.0,0.0,0.0,0.0,1.0,0.0,Defender,
Kevin Trapp,GER,Eintracht Frankfurt,de Bundesliga,33 years,32.0,1,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Mark Travers,IRL,Bournemouth,eng Premier League,24 years,4.0,2,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Óscar Trejo,ARG,Rayo Vallecano,es La Liga,35 years,15.3,73,4.77,50.0,4.0,5.0,3.0,10.0,1.0,5,0.33,2.0,0.0,0.0,2.0,1.0,0.0,Forward,Midfielder
